Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Profit,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit Ratio,Quantity,Sales
Furniture,Springfield,United States,Paul MacIntyre,Iceberg,09-12-2017,CA-2017-102092,22153,"Iceberg OfficeWorks 42"" Round Tables",$159.00,South,Consumer,11-12-2017,First Class,Virginia,Tables,0,1,0.15,7,1057
Furniture,Waynesboro,United States,Lauren Leatherbury,O'Sullivan,16-04-2016,CA-2016-137974,22980,O'Sullivan 3-Shelf Heavy-Duty Bookcases,$126.00,South,Consumer,18-04-2016,First Class,Virginia,Bookcases,0,1,0.24,9,523
Furniture,Monroe,United States,John Huston,Executive Impressions,21-11-2016,CA-2016-102778,28110,"Executive Impressions 14"" Two-Color Numerals Wall Clock",$5.00,South,Consumer,24-11-2016,First Class,North Carolina,Furnishings,0.2,1,0.26,1,18
Furniture,Saint Petersburg,United States,Patrick Ryan,Other,05-09-2015,CA-2015-136861,33710,Telescoping Adjustable Floor Lamp,$2.00,South,Consumer,07-09-2015,First Class,Florida,Furnishings,0.2,1,0.06,2,32
Furniture,Durham,United States,Lena Radford,Luxo,30-11-2016,CA-2016-141327,27707,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,$25.00,South,Consumer,03-12-2016,First Class,North Carolina,Furnishings,0.2,1,0.08,2,336
Furniture,Coral Springs,United States,Arthur Gainer,Bush,01-05-2018,CA-2018-110198,33065,Bush Somerset Collection Bookcase,-$16.00,South,Consumer,02-05-2018,First Class,Florida,Bookcases,0.2,1,-0.05,3,314
Furniture,Hialeah,United States,Jennifer Halladay,Eldon,25-12-2018,CA-2018-105620,33012,"Eldon 400 Class Desk Accessories, Black Carbon",$6.00,South,Consumer,28-12-2018,First Class,Florida,Furnishings,0.2,1,0.28,3,21
Furniture,Fort Lauderdale,United States,Brian Thompson,Staple-based wall hangings,10-12-2018,CA-2018-158967,33311,Staple-based wall hangings,$6.00,South,Consumer,12-12-2018,First Class,Florida,Furnishings,0.2,1,0.3,3,19
Furniture,Knoxville,United States,Michelle Huthwaite,Executive Impressions,11-11-2018,CA-2018-115448,37918,"Executive Impressions 14"" Contract Wall Clock",$14.00,South,Consumer,14-11-2018,First Class,Tennessee,Furnishings,0.2,1,0.16,5,89
Furniture,Memphis,United States,Herbert Flentye,Bevis,01-05-2017,CA-2017-164784,38109,Bevis 44 x 96 Conference Tables,-$142.00,South,Consumer,04-05-2017,First Class,Tennessee,Tables,0.4,1,-0.38,3,371
Furniture,Hampton,United States,Barry Gonzalez,Global,05-11-2015,US-2015-114377,23666,"Global Stack Chair with Arms, Black",$40.00,South,Consumer,05-11-2015,Same Day,Virginia,Chairs,0,1,0.27,5,150
Furniture,Miami,United States,Angele Hood,Global,06-07-2018,US-2018-152492,33142,Global Comet Stacking Armless Chair,$24.00,South,Consumer,06-07-2018,Same Day,Florida,Chairs,0.2,1,0.1,1,239
Furniture,Boynton Beach,United States,Patrick Gardner,Eldon,28-10-2017,CA-2017-144344,33437,Eldon Radial Chair Mat for Low to Medium Pile Carpets,$0.00,South,Consumer,28-10-2017,Same Day,Florida,Furnishings,0.2,1,0,2,64
Furniture,Boynton Beach,United States,Patrick Gardner,Howard Miller,28-10-2017,CA-2017-144344,33437,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",$41.00,South,Consumer,28-10-2017,Same Day,Florida,Furnishings,0.2,1,0.25,3,165
Furniture,Boynton Beach,United States,Patrick Gardner,Other,28-10-2017,CA-2017-144344,33437,24-Hour Round Wall Clock,$14.00,South,Consumer,28-10-2017,Same Day,Florida,Furnishings,0.2,1,0.29,3,48
Furniture,Jacksonville,United States,Pete Takahito,DAX,20-10-2018,CA-2018-103065,32216,DAX Wood Document Frame.,$6.00,South,Consumer,20-10-2018,Same Day,Florida,Furnishings,0.2,1,0.14,4,44
Furniture,Apopka,United States,Chloris Kastensmidt,Other,28-07-2015,CA-2015-131541,32712,"DataProducts Ampli Magnifier Task Lamp, Black,",$13.00,South,Consumer,28-07-2015,Same Day,Florida,Furnishings,0.2,1,0.1,6,130
Furniture,Tampa,United States,Trudy Glocke,Global,31-03-2015,CA-2015-130428,33614,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",$98.00,South,Consumer,31-03-2015,Same Day,Florida,Chairs,0.2,1,0.09,7,1125
Furniture,Louisville,United States,Katherine Hughes,Global,29-12-2018,US-2018-158526,40214,"Global Leather and Oak Executive Chair, Black",$87.00,South,Consumer,01-01-2019,Second Class,Kentucky,Chairs,0,1,0.29,1,301
Furniture,Hampton,United States,Ben Wallace,Global,27-10-2017,CA-2017-120873,23666,Global Executive Mid-Back Manager's Chair,$76.00,South,Consumer,01-11-2017,Second Class,Virginia,Chairs,0,1,0.26,1,291
Furniture,Lafayette,United States,Shaun Weien,KI,06-09-2016,US-2016-151435,70506,KI Adjustable-Height Table,$22.00,South,Consumer,09-09-2016,Second Class,Louisiana,Tables,0,1,0.26,1,86
Furniture,Lake Charles,United States,Harry Greene,Global,29-04-2015,CA-2015-142727,70601,"Global Stack Chair without Arms, Black",$13.00,South,Consumer,01-05-2015,Second Class,Louisiana,Chairs,0,1,0.25,2,52
Furniture,Richmond,United States,Lena Cacioppo,Other,27-03-2018,CA-2018-113705,23223,BPI Conference Tables,$58.00,South,Consumer,29-03-2018,Second Class,Virginia,Tables,0,1,0.2,2,292
Furniture,Lafayette,United States,Seth Vernon,O'Sullivan,06-08-2018,CA-2018-161200,70506,O'Sullivan 2-Shelf Heavy-Duty Bookcases,$23.00,South,Consumer,10-08-2018,Second Class,Louisiana,Bookcases,0,1,0.16,3,146
Furniture,Columbus,United States,Russell Applegate,Hon,23-09-2017,CA-2017-149979,31907,Hon Mobius Operator's Chair,$81.00,South,Consumer,28-09-2017,Second Class,Georgia,Chairs,0,1,0.22,3,369
Furniture,Louisville,United States,Katherine Hughes,Other,29-12-2018,US-2018-158526,40214,Harbour Creations Steel Folding Chair,$78.00,South,Consumer,01-01-2019,Second Class,Kentucky,Chairs,0,1,0.3,3,259
Furniture,Columbus,United States,Becky Pak,Eldon,10-07-2018,CA-2018-128629,31907,"Eldon 200 Class Desk Accessories, Smoke",$8.00,South,Consumer,14-07-2018,Second Class,Georgia,Furnishings,0,1,0.42,3,19
Furniture,Hampton,United States,Rob Haberlin,Deflect-o,08-11-2016,CA-2016-109386,23666,Deflect-o Glass Clear Studded Chair Mats,$41.00,South,Consumer,13-11-2016,Second Class,Virginia,Furnishings,0,1,0.22,3,187
Furniture,Springfield,United States,Logan Currie,Electrix,23-12-2017,CA-2017-137043,22153,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",$83.00,South,Consumer,25-12-2017,Second Class,Virginia,Furnishings,0,1,0.29,3,286
Furniture,Henderson,United States,Arthur Prichep,Global,03-11-2017,CA-2017-168893,42420,Global Adaptabilities Conference Tables,$160.00,South,Consumer,08-11-2017,Second Class,Kentucky,Tables,0,1,0.19,3,843
Furniture,Louisville,United States,Joni Wasserman,Global,25-12-2018,CA-2018-163510,40214,"Global Value Mid-Back Manager's Chair, Gray",$76.00,South,Consumer,28-12-2018,Second Class,Kentucky,Chairs,0,1,0.25,5,304
Furniture,Henderson,United States,Arthur Prichep,Other,03-11-2017,CA-2017-168893,42420,Magna Visual Magnetic Picture Hangers,$9.00,South,Consumer,08-11-2017,Second Class,Kentucky,Furnishings,0,1,0.38,5,24
Furniture,Lafayette,United States,Seth Vernon,Other,06-08-2018,CA-2018-161200,70506,Longer-Life Soft White Bulbs,$7.00,South,Consumer,10-08-2018,Second Class,Louisiana,Furnishings,0,1,0.48,5,15
Furniture,Mount Pleasant,United States,Natalie DeCherney,Global,13-01-2015,CA-2015-109232,29464,Global Highback Leather Tilter in Burgundy,$87.00,South,Consumer,16-01-2015,Second Class,South Carolina,Chairs,0,1,0.16,6,546
Furniture,Columbus,United States,Lena Hernandez,Tenex,25-12-2016,US-2016-136749,31907,Tenex B1-RE Series Chair Mats for Low Pile Carpets,$47.00,South,Consumer,27-12-2016,Second Class,Georgia,Furnishings,0,1,0.17,6,276
Furniture,Springfield,United States,Logan Currie,Electrix,23-12-2017,CA-2017-137043,22153,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",$166.00,South,Consumer,25-12-2017,Second Class,Virginia,Furnishings,0,1,0.29,6,573
Furniture,Springfield,United States,Laurel Elliston,Ultra,16-12-2015,CA-2015-100706,22153,Ultra Door Push Plate,$10.00,South,Consumer,18-12-2015,Second Class,Virginia,Furnishings,0,1,0.33,6,29
Furniture,Sandy Springs,United States,Philip Fox,O'Sullivan,30-06-2017,CA-2017-162355,30328,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,$291.00,South,Consumer,02-07-2017,Second Class,Georgia,Bookcases,0,1,0.23,7,1267
Furniture,Arlington,United States,Sanjit Engle,Other,02-02-2017,CA-2017-158841,22204,Acrylic Self-Standing Desk Frames,$7.00,South,Consumer,04-02-2017,Second Class,Virginia,Furnishings,0,1,0.38,7,19
Furniture,Harrisonburg,United States,Frank Olsen,Bevis,09-06-2015,CA-2015-132612,22801,Bevis 44 x 96 Conference Tables,$245.00,South,Consumer,11-06-2015,Second Class,Virginia,Tables,0,1,0.17,7,1441
Furniture,Louisville,United States,Katherine Hughes,DMI,29-12-2018,US-2018-158526,40214,DMI Arturo Collection Mission-style Design Wood Chair,$314.00,South,Consumer,01-01-2019,Second Class,Kentucky,Chairs,0,1,0.26,8,1208
Furniture,Florence,United States,Irene Maddox,Other,19-12-2015,CA-2015-120768,35630,High-Back Leather Manager's Chair,$164.00,South,Consumer,21-12-2015,Second Class,Alabama,Chairs,0,1,0.09,14,1820
Furniture,Tampa,United States,Craig Carreira,Other,23-12-2015,CA-2015-154158,33614,"Padded Folding Chairs, Black, 4/Carton",$6.00,South,Consumer,27-12-2015,Second Class,Florida,Chairs,0.2,1,0.1,1,65
Furniture,Fayetteville,United States,Christopher Conant,Hon,15-08-2017,CA-2017-154690,28314,Hon Olson Stacker Stools,$23.00,South,Consumer,17-08-2017,Second Class,North Carolina,Chairs,0.2,1,0.1,2,225
Furniture,Tallahassee,United States,Patrick O'Brill,Eldon,23-08-2018,CA-2018-129021,32303,"Eldon Regeneration Recycled Desk Accessories, Smoke",$0.00,South,Consumer,26-08-2018,Second Class,Florida,Furnishings,0.2,1,0.15,2,3
Furniture,Fayetteville,United States,Jill Fjeld,Executive Impressions,06-11-2018,CA-2018-167941,28314,"Executive Impressions 12"" Wall Clock",$6.00,South,Consumer,09-11-2018,Second Class,North Carolina,Furnishings,0.2,1,0.23,2,28
Furniture,Jacksonville,United States,Mike Gockenbach,Eldon,27-07-2018,CA-2018-123239,32216,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",-$2.00,South,Consumer,31-07-2018,Second Class,Florida,Furnishings,0.2,1,-0.03,3,91
Furniture,Miami,United States,Tom Boeckenhauer,Ultra,21-01-2015,CA-2015-110422,33180,Ultra Door Pull Handle,$4.00,South,Consumer,23-01-2015,Second Class,Florida,Furnishings,0.2,1,0.16,3,25
Furniture,Fayetteville,United States,Janet Martin,Other,28-10-2018,CA-2018-139353,28314,"Computer Room Manger, 14""",$16.00,South,Consumer,30-10-2018,Second Class,North Carolina,Furnishings,0.2,1,0.2,3,78
Furniture,Jacksonville,United States,Vivek Gonzalez,O'Sullivan,08-08-2015,CA-2015-156790,32216,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-$8.00,South,Consumer,10-08-2015,Second Class,Florida,Bookcases,0.2,1,-0.05,4,155
Furniture,Raleigh,United States,Joni Wasserman,Global,27-07-2018,CA-2018-107209,27604,"Global Value Mid-Back Manager's Chair, Gray",$12.00,South,Consumer,01-08-2018,Second Class,North Carolina,Chairs,0.2,1,0.06,4,195
Furniture,Concord,United States,Joseph Holt,Chromcraft,28-01-2016,CA-2016-116638,28027,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"-$1,862.00",South,Consumer,31-01-2016,Second Class,North Carolina,Tables,0.4,1,-0.43,13,4298
Furniture,Miami,United States,Ryan Akin,Balt,29-08-2015,CA-2015-169775,33178,Balt Solid Wood Rectangular Table,-$111.00,South,Consumer,02-09-2015,Second Class,Florida,Tables,0.45,1,-0.64,3,174
Furniture,Auburn,United States,Anne McFarland,Office Star,18-09-2017,CA-2017-145905,36830,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,$84.00,South,Consumer,23-09-2017,Standard Class,Alabama,Chairs,0,1,0.24,1,351
Furniture,Columbus,United States,Chuck Sachs,Westinghouse,03-07-2018,US-2018-126179,31907,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",$6.00,South,Consumer,07-07-2018,Standard Class,Georgia,Furnishings,0,1,0.23,1,24
Furniture,Columbus,United States,Anemone Ratner,Howard Miller,14-07-2017,CA-2017-157588,31907,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",$16.00,South,Consumer,19-07-2017,Standard Class,Georgia,Furnishings,0,1,0.3,1,52
Furniture,Southaven,United States,Liz MacKendrick,KI,27-06-2015,CA-2015-104283,38671,KI Adjustable-Height Table,$22.00,South,Consumer,01-07-2015,Standard Class,Mississippi,Tables,0,1,0.26,1,86
Furniture,Atlanta,United States,Sheri Gordon,Other,26-07-2015,CA-2015-116190,30318,"Metal Folding Chairs, Beige, 4/Carton",$18.00,South,Consumer,01-08-2015,Standard Class,Georgia,Chairs,0,1,0.27,2,68
Furniture,Louisville,United States,Juliana Krohn,Global,21-04-2016,CA-2016-107678,40214,Global Deluxe Office Fabric Chairs,$52.00,South,Consumer,28-04-2016,Standard Class,Kentucky,Chairs,0,1,0.27,2,192
Furniture,Monroe,United States,Brian Dahlen,DAX,11-06-2016,US-2016-123960,71203,DAX Clear Channel Poster Frame,$11.00,South,Consumer,16-06-2016,Standard Class,Louisiana,Furnishings,0,1,0.37,2,29
Furniture,Mobile,United States,Natalie Webber,Bretford,15-09-2016,CA-2016-102582,36608,Bretford CR8500 Series Meeting Room Furniture,$200.00,South,Consumer,19-09-2016,Standard Class,Alabama,Tables,0,1,0.25,2,802
Furniture,Conway,United States,MaryBeth Skach,Iceberg,01-11-2016,CA-2016-108119,72032,"Iceberg OfficeWorks 42"" Round Tables",$45.00,South,Consumer,08-11-2016,Standard Class,Arkansas,Tables,0,1,0.15,2,302
Furniture,Salem,United States,Anne McFarland,Other,21-07-2018,CA-2018-104731,24153,"Bush Westfield Collection Bookcases, Fully Assembled",$70.00,South,Consumer,27-07-2018,Standard Class,Virginia,Bookcases,0,1,0.23,3,303
Furniture,Jonesboro,United States,Hunter Lopez,Hon,20-01-2015,US-2015-147627,72401,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,$224.00,South,Consumer,26-01-2015,Standard Class,Arkansas,Chairs,0,1,0.21,3,1068
Furniture,Atlanta,United States,Jonathan Howell,Eldon,13-09-2016,CA-2016-118843,30318,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,$13.00,South,Consumer,20-09-2016,Standard Class,Georgia,Furnishings,0,1,0.1,3,130
Furniture,Athens,United States,Xylona Preis,Deflect-o,26-08-2017,CA-2017-163174,30605,Deflect-o Glass Clear Studded Chair Mats,$41.00,South,Consumer,30-08-2017,Standard Class,Georgia,Furnishings,0,1,0.22,3,187
Furniture,Atlanta,United States,Sheri Gordon,DAX,26-07-2015,CA-2015-116190,30318,"DAX Cubicle Frames, 8-1/2 x 11",$9.00,South,Consumer,01-08-2015,Standard Class,Georgia,Furnishings,0,1,0.36,3,26
Furniture,Louisville,United States,Juliana Krohn,Tenex,21-04-2016,CA-2016-107678,40214,"Tenex ""The Solids"" Textured Chair Mats",$36.00,South,Consumer,28-04-2016,Standard Class,Kentucky,Furnishings,0,1,0.17,3,210
Furniture,Georgetown,United States,Anna Andreadi,Other,04-09-2017,CA-2017-131205,40324,Coloredge Poster Frame,$17.00,South,Consumer,08-09-2017,Standard Class,Kentucky,Furnishings,0,1,0.39,3,43
Furniture,Arlington,United States,Keith Herrera,Seth Thomas,18-06-2016,CA-2016-133242,22204,"Seth Thomas 8 1/2"" Cubicle Clock",$19.00,South,Consumer,24-06-2016,Standard Class,Virginia,Furnishings,0,1,0.32,3,61
Furniture,Chesapeake,United States,Michael Moore,Chromcraft,05-09-2017,US-2017-121013,23320,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",$314.00,South,Consumer,10-09-2017,Standard Class,Virginia,Tables,0,1,0.19,3,1653
Furniture,Richmond,United States,Liz Carlisle,Hon,03-02-2017,CA-2017-118514,40475,Hon Multipurpose Stacking Arm Chairs,$225.00,South,Consumer,10-02-2017,Standard Class,Kentucky,Chairs,0,1,0.26,4,866
Furniture,Lafayette,United States,Christine Sundaresam,Iceberg,24-12-2018,CA-2018-124296,70506,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",$61.00,South,Consumer,28-12-2018,Standard Class,Louisiana,Chairs,0,1,0.26,4,233
Furniture,Columbia,United States,Giulietta Baptist,Global,21-09-2016,CA-2016-158421,29203,Global Comet Stacking Arm Chair,$423.00,South,Consumer,26-09-2016,Standard Class,South Carolina,Chairs,0,1,0.25,4,1690
Furniture,Jonesboro,United States,Hunter Lopez,Eldon,20-01-2015,US-2015-147627,72401,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",$12.00,South,Consumer,26-01-2015,Standard Class,Arkansas,Furnishings,0,1,0.3,4,39
Furniture,Columbus,United States,Bradley Drucker,Other,26-01-2018,US-2018-105935,31907,Artistic Insta-Plaque,$24.00,South,Consumer,31-01-2018,Standard Class,Georgia,Furnishings,0,1,0.39,4,63
Furniture,Henderson,United States,Giulietta Weimer,Eldon,16-02-2017,CA-2017-108105,42420,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,$35.00,South,Consumer,23-02-2017,Standard Class,Kentucky,Furnishings,0,1,0.11,4,318
Furniture,Springfield,United States,Brian Dahlen,KI,12-04-2017,CA-2017-112102,22153,KI Adjustable-Height Table,$76.00,South,Consumer,16-04-2017,Standard Class,Virginia,Tables,0,1,0.22,4,344
Furniture,Hattiesburg,United States,Joy Smith,Hon,19-07-2017,CA-2017-163776,39401,Hon 4-Shelf Metal Bookcases,$126.00,South,Consumer,25-07-2017,Standard Class,Mississippi,Bookcases,0,1,0.25,5,505
Furniture,Chesapeake,United States,Arianne Irving,Hon,17-12-2018,CA-2018-116855,23320,Hon Valutask Swivel Chairs,$81.00,South,Consumer,21-12-2018,Standard Class,Virginia,Chairs,0,1,0.16,5,505
Furniture,Fayetteville,United States,Trudy Schmidt,Howard Miller,25-12-2017,CA-2017-148684,72701,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",$138.00,South,Consumer,29-12-2017,Standard Class,Arkansas,Furnishings,0,1,0.4,5,344
Furniture,Macon,United States,John Castell,Seth Thomas,14-09-2015,CA-2015-159184,31204,"Seth Thomas 14"" Day/Date Wall Clock",$53.00,South,Consumer,19-09-2015,Standard Class,Georgia,Furnishings,0,1,0.37,5,142
Furniture,Salem,United States,Anne McFarland,Other,21-07-2018,CA-2018-104731,24153,Regeneration Desk Collection,$4.00,South,Consumer,27-07-2018,Standard Class,Virginia,Furnishings,0,1,0.44,5,9
Furniture,Virginia Beach,United States,Olvera Toch,Lesro,26-10-2018,CA-2018-162173,23464,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",$61.00,South,Consumer,01-11-2018,Standard Class,Virginia,Tables,0,1,0.17,5,357
Furniture,Lafayette,United States,Marc Crier,Other,24-09-2016,CA-2016-143119,70506,Harbour Creations Steel Folding Chair,$155.00,South,Consumer,30-09-2016,Standard Class,Louisiana,Chairs,0,1,0.3,6,518
Furniture,Little Rock,United States,Liz Thompson,3M,01-06-2015,US-2015-165659,72209,3M Hangers With Command Adhesive,$9.00,South,Consumer,06-06-2015,Standard Class,Arkansas,Furnishings,0,1,0.41,6,22
Furniture,Henderson,United States,Adrian Barton,3M,19-11-2018,CA-2018-101042,42420,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",$214.00,South,Consumer,23-11-2018,Standard Class,Kentucky,Furnishings,0,1,0.26,6,822
Furniture,Hattiesburg,United States,Joy Smith,Advantus,19-07-2017,CA-2017-163776,39401,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",$76.00,South,Consumer,25-07-2017,Standard Class,Mississippi,Furnishings,0,1,0.41,6,186
Furniture,Jackson,United States,Michael Chen,Executive Impressions,14-12-2017,CA-2017-146143,39212,"Executive Impressions 14""",$59.00,South,Consumer,19-12-2017,Standard Class,Mississippi,Furnishings,0,1,0.44,6,133
Furniture,Richmond,United States,Debra Catini,DAX,07-12-2018,US-2018-136189,23223,DAX Wood Document Frame.,$26.00,South,Consumer,11-12-2018,Standard Class,Virginia,Furnishings,0,1,0.31,6,82
Furniture,Chesapeake,United States,Natalie Fritzler,Hon,11-02-2015,CA-2015-127614,23320,Hon 2111 Invitation Series Corner Table,$75.00,South,Consumer,15-02-2015,Standard Class,Virginia,Tables,0,1,0.06,6,1256
Furniture,Mobile,United States,Natalie Webber,Global,15-09-2016,CA-2016-102582,36608,"Global Manager's Adjustable Task Chair, Storm",$306.00,South,Consumer,19-09-2016,Standard Class,Alabama,Chairs,0,1,0.29,7,1057
